run,phase,preset,probe,mask,seed_key,passes,width,height,warmup_passes,measured_passes,native_render_seconds,ms_per_pass,estimated_total_render_ms,launch_seconds_diagnostic_only,display_gpu,binary_sha256,config_sha256,film_sha256
probe1-planes-s2,measurement,82,1,3080,2000006,1024,160,100,8,1016,0.5093889999999996,0.5013671259842516,513.3999370078736,0.9888341000041692,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,4436ebe7514a373b8a5f5d380d9996c3d36fc682ef528c3e9f44b5c032f50eb2,57438533472cfd711112e45a92d28db397e4338041a5d5a1c88ac1b4be357cf6
probe1-planes-s3,measurement,82,1,3080,3000009,1024,160,100,8,1016,0.5226234000000004,0.5143931102362209,526.7385448818902,1.0294640000065556,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,0aaad9eb4fc9896b6e2e39219e714e59756211a54ecc96fd016ac749a572b36c,922ed2d1c301ebe29cabc8e818ec1d7f5b1e3b9361cce4fd7a5f76b15261d15e
probe1-planes-s4,measurement,82,1,3080,4000012,1024,160,100,8,1016,0.5046107000000001,0.49666407480314967,508.58401259842526,1.0017763000068953,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,cd6853ab0b3a3a9333f40ad4130dc8edfc2bb91711d8fd934c37dd01423fc91d,f66f8f67ae746ec860736fe3c3a728cf71759e0b73c5a60d52c591e016fbcd4f
probe1-planes-s5,measurement,82,1,3080,5000015,1024,160,100,8,1016,0.5193763000000003,0.5111971456692916,523.4658771653546,1.0336840000090888,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,8da389f7bf50fc069fa30e12a8b99d8567a1717ebfda428c663be9ec7d303e58,df98d4c1aa5a320d81d63e85ced7099f34c246f095f6e0c074278b38ef5a941b
probe1-six-s0,measurement,82,1,3976,0,1024,160,100,8,1016,1.4224915999999985,1.4000901574803135,1433.692321259841,1.970170100001269,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,295a40708b9d94bcad2835833da89719f85f0c5f0155a0791991b404eec58a0f,973c5d77057e78966b714ab78439904ad2b36997c476dab701e08e9047991592
probe1-six-s1,measurement,82,1,3976,1000003,1024,160,100,8,1016,1.4012925000000012,1.3792249015748044,1412.3262992125997,1.9406312000064645,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,c6421e363f5c454821e1559ca89e52ef2ad41486cc5bc705b4ea640a9da01518,b8884670fa4846bf9b74b69267972dd116ba37ea223af88da13792e305c2abfc
probe1-six-s2,measurement,82,1,3976,2000006,1024,160,100,8,1016,1.4494970000000007,1.4266702755905518,1460.910362204725,1.9472356000042055,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,d378ceb62f7c2f14b7cb754c647f8c0ab328b428c06566a9704643b250ac12ae,3d3ad34e2c49f1e24b60a30a3e7b84301dd5cc5400809eb3bfd2b7391feeb95c
probe1-six-s3,measurement,82,1,3976,3000009,1024,160,100,8,1016,1.3968690999999978,1.3748711614173208,1407.8680692913365,1.9065116999991005,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,a3d2fefb7bf25edc1bf4d5ce587838aef4ae0902975071e6200779010f3e2d9d,6a164ad12d212de5c9d19e76e3730f92b9295bc129e81edd437d1bac904164d8
probe1-six-s4,measurement,82,1,3976,4000012,1024,160,100,8,1016,1.4008080999999992,1.3787481299212592,1411.8380850393694,1.9364558000088437,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,5255bad6dd613c1aa0506f547dc174c4d45075304d638b50c61386a44267a55c,66a3c0d657bd23f71213c0e0551ee5ed87150626a07ae178137854bd31393e47
probe1-six-s5,measurement,82,1,3976,5000015,1024,160,100,8,1016,1.3823440000000018,1.360574803149608,1393.2285984251987,1.9089952999929665,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,93edca5321ca2c456af2e0d75e6a94ea3f6a3e8f56e9e1bf2c725ef587b45279,df5b0760d0c4f0360083835238ce3644a208db217a3ac4cd11cf484d005591b5
probe1-sphere-s0,measurement,82,1,128,0,1024,160,100,8,1016,0.43122420000000017,0.4244332677165356,434.61966614173247,0.9280321999976877,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,dacb3871efd35befa7ad38967b34f7632dc50d35eb40699f754ee72c7f29e3e5,b7ac2df76aa19a3df6f7141d8e5195438b49842b1f29302f7721b6f0408e0c6e
probe1-sphere-s1,measurement,82,1,128,1000003,1024,160,100,8,1016,0.4323315,0.42552312992125985,435.7356850393701,0.9113034000038169,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,c850087c8af5cabb7d5d673fbf7053d2612965da6bdf4b101c7dcad72659673a,29b1caacc64f368ddc231eed4e9ecaeb760870a350b1462423046e282d315bbf
probe1-sphere-s2,measurement,82,1,128,2000006,1024,160,100,8,1016,0.42977319999999963,0.42300511811023583,433.1572409448815,0.9294834999891464,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,cef3eaa8226778b3837f3673a01d146d7cd4a4b1a84c67d0c183ffd9a05fd3df,04f00d8a36a111ba57681e8e283c3c69b8e2d29683c746b61a50cc5554da247c
probe1-sphere-s3,measurement,82,1,128,3000009,1024,160,100,8,1016,0.42974789999999996,0.42298021653543305,433.13174173228344,0.9242674999986775,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,d7f922fbcea7a9dc73549af6056f1047066f1ba3964e3aa4e69fbbe9414689d7,7df0e4debc0816a006b4ec85efb514ba1a4b24fe2924103d7eec7f8b8f1652dd
probe1-sphere-s4,measurement,82,1,128,4000012,1024,160,100,8,1016,0.41172379999999953,0.4052399606299208,414.9657196850389,0.9310154999984661,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,d3ecf28d04d89ae6c447d35683ea1e52807b785984f50a9afc4b95ee1bc414ad,e3b190c2b8fa45600b4d6e0c9f616b2a4ad4aa032146cc22d932be239e11e7f5
probe1-sphere-s5,measurement,82,1,128,5000015,1024,160,100,8,1016,0.43593910000000047,0.42907391732283506,439.3716913385831,0.9329200999927707,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,4760513ca136605216118a7f63ec4ee369fe9aefa022f558aae535f019389424,a60fbcb1f34d566e0a69308dfaa4900be7f499a31206d3f008dea853b106e406
probe1-spins-s0,measurement,82,1,896,0,1024,160,100,8,1016,1.0192372000000007,1.0031862204724415,1027.2626897637801,1.522467399991001,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,69a47f9c0a93f21bcabe6e267b85ab3408350b5bc309c9c3cdb7088662268c0e,39971b6e565fbfbfe947f66872d78185dc93c17101d570cd8907b89b5ff35aa7
probe1-spins-s1,measurement,82,1,896,1000003,1024,160,100,8,1016,0.9385502999999992,0.9237699803149598,945.9404598425189,1.4897339000017382,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,7caeefe16799a60c675b7458239db9f5137eda72fba5de9b12c888371f7112b8,4359b525e9d28afc2b43a03a859c8f9655592200ff1336b0da89a57a54fcd4b9
probe1-spins-s2,measurement,82,1,896,2000006,1024,160,100,8,1016,1.022195,1.0060974409448817,1030.243779527559,1.5473957999929553,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,1d8ef6292c1a9bf92a5888989a5806fc265cb1e7083294daaf81460b3caa7107,ea332467d90d6c07edafe49eb5ac14f64bfe701c8e431f862a4d64afe8c52019
probe1-spins-s3,measurement,82,1,896,3000009,1024,160,100,8,1016,1.0150082999999996,0.9990239173228342,1023.0004913385823,1.5746937000076286,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,18dda8d6c02d48c82bb840a5c9f117025593ffe5e2e1de40c6a3fa636ee85902,6ef415c46a2043e932cba55a22f7ba74c1eaeb2eee66996bdec3cf12821f888a
probe1-spins-s4,measurement,82,1,896,4000012,1024,160,100,8,1016,1.0219601000000003,1.0058662401574805,1030.00702992126,1.5420429000078002,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,faff402fd13231b60dab2fb019ee8ef7adfa7353577f85a15afae023568729b1,2968140cd64c893bc3bdfc0ed68434b3dc6ec2adc6946ea0bf31e2b0cc4551cc
probe1-spins-s5,measurement,82,1,896,5000015,1024,160,100,8,1016,1.0207810999999989,1.004705807086613,1028.8187464566918,1.5281102000008104,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,5e197a4fc6f60b5f444e0766eb4b77a9e70632b2b144864bbf81df0a45f14010,63c535b4f0ae1c20c61d94cde0e88567326ebef4423fee6fbe51f2743bf0477c
probe1-ut-s0,measurement,82,1,1024,0,1024,160,100,8,1016,0.3634350999999997,0.3577117125984249,366.2967937007871,0.9152055000013206,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,7b95f8227a97344de28ff351d2c5b1d5a224f777ae839ec046e031be63ad0346,0d98e04997985206db45c40987bd0e91716cc69a36d3b77ec0a7f41783997462
probe1-ut-s1,measurement,82,1,1024,1000003,1024,160,100,8,1016,0.3636952999999996,0.35796781496062957,366.5590425196847,0.8499909000092885,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,86dfeeecfae8f7e6bd91b51e1a9cc2610e2a608d4799f3a2ecbf212922c55d58,0657a9a11b4e046e9698f6d9e2f147af6ff19b308540cc488b17a419608d2ba8
probe1-ut-s2,measurement,82,1,1024,2000006,1024,160,100,8,1016,0.3686840999999999,0.3628780511811022,371.5871244094487,0.9228590999991866,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,f30aa4d55720fb32b374942dbdbfb72721dd41cbd344e070e43f4d201c164d73,e9d684334204b5ba4200d1d86b97626e2e9b8301f2eea0602ae8f0a8f26dc1cc
probe1-ut-s3,measurement,82,1,1024,3000009,1024,160,100,8,1016,0.3869930999999997,0.3808987204724406,390.0402897637792,1.092118799992022,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,39714120693ef99b24cf335f22988000c90847ad746fccccd4334c7fd44b7541,74f43895f251bb1a5c4bedd055267ae8f12ae19fce6a5eed3b99d1418d65da07
probe1-ut-s4,measurement,82,1,1024,4000012,1024,160,100,8,1016,0.36467019999999944,0.3589273622047239,367.54161889763725,0.8937080000032438,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,faba6f172ea4cc73ce5bfe470af32a4b4b988f574746c9c9bbcc41d9dc4ca9ca,5391b5ee9cf6290fefc9c9d0ead9e93d2e66c1815f783621eec8ca9c9e3398af
probe1-ut-s5,measurement,82,1,1024,5000015,1024,160,100,8,1016,0.3840215000000002,0.3779739173228348,387.04529133858284,0.8798638000007486,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,99442c6be38e063397aa4fd36dcbe07d10e064c258f2bd0d755c45d358d153ca,dda379071b1f9c1988b24460da12edeb17549ee660ae1eeb40d841e13cf8f5ae
probe1-uv-s0,measurement,82,1,8,0,1024,160,100,8,1016,0.3572025999999998,0.3515773622047242,360.01521889763757,0.8570756999979494,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,9182410a102bd850edd94765744ea64c3994e517ddd3a4fbbdff1e8c88c015eb,e0340aa5055fc60a002de0e0c83c5ba6f7e9a5a8b950493a49954613e8564265
probe1-uv-s1,measurement,82,1,8,1000003,1024,160,100,8,1016,0.37566910000000037,0.3697530511811027,378.62712440944915,0.881346999987727,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,323b189b840513e882ae6dceb8666f5688fa951baa644562776587107f3e6402,082887194696b26f4fd3f3a6c2da2be8a3edc5b6ee7b47ca974e2cda221acb52
probe1-uv-s2,measurement,82,1,8,2000006,1024,160,100,8,1016,0.3628887000000002,0.3571739173228348,365.74609133858286,0.9091562000103295,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,6ca8e23d83e725edb6f67b37b19cacc0fcd85ef5019e3aef6a54b6519eb21140,092ec3eb7539061c8f3b4e1a28b3a96162d1f2a6beda27d926a0365cda9870e8
probe1-uv-s3,measurement,82,1,8,3000009,1024,160,100,8,1016,0.3587957999999998,0.35314547244094463,361.6209637795273,0.8285215999931097,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,a68ccc33ae7d3e226ab75145decf29a24c9d166b7a7ddcbf0211c47d134be718,422e9fb74bb963e72c04ccec37bcb67b83b763862ff542f35104468525aac916
probe1-uv-s4,measurement,82,1,8,4000012,1024,160,100,8,1016,0.39142859999999985,0.38526437007874,394.51071496062974,0.8863073000102304,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,dee2d7d35e8d13c417c8fadfce480762ba56075f60a9c5ebc6fcf715631059af,79b4e3b3cf42b35ea199467f2a152b478c0de79195cccdb2028326c4e4d4a833
probe1-uv-s5,measurement,82,1,8,5000015,1024,160,100,8,1016,0.34370479999999975,0.33829212598425173,346.4111370078738,0.8271945000014966,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,79f5aeec4f373c23c0bcf9edd605aa29e3a2fe0d2fca429603591824af325880,c712527a5f84cea890cd4d6efd851fcd28b7d39f8d00aa41355c472de516abb6
probe1-uv-sphere-s0,measurement,82,1,136,0,1024,160,100,8,1016,0.5836801000000005,0.5744882874015753,588.2760062992131,1.1091507999954047,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,643eac0233d45e5aee1060ddb57219c4da59088de45570d5d2dcec96986440d9,5af5edcd45e5d34d55939915723dc2b5140caaaeb9e47e98d71427133585259f
probe1-uv-sphere-s1,measurement,82,1,136,1000003,1024,160,100,8,1016,0.6023721999999998,0.592886023622047,607.1152881889761,1.1367931999993743,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,773dbc1ea33ffe9f37ec7bad2e88b2ca7988c66e5baa51f3d856e36508a9760e,6c3a51f5bbeb01f0c113882b7213f1ed6ae53a9613c140d93d885ac8983580bf
probe1-uv-sphere-s2,measurement,82,1,136,2000006,1024,160,100,8,1016,0.5971783999999998,0.5877740157480312,601.880592125984,1.1498398999974597,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,1d1c36c83577967ba95b03e430a055870fa80a13afcab7d9f97d98dc9e2e79d8,9ffbb3fc92521298ea86ee4bf2dbafa68a3577e6f9509d66ee623c8125f2f202
probe1-uv-sphere-s3,measurement,82,1,136,3000009,1024,160,100,8,1016,0.6200836999999997,0.6103186023622044,624.9662488188973,1.1487441000062972,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,49abb7b2bdc6b6e33a81f1ce8ea3e8fc9e83d8106fe15b890880efa5c6f15b77,18a75fc23eb56455e76b57b21e428dd8c8e4cb12eba9348e2eda6a097fe85025
probe1-uv-sphere-s4,measurement,82,1,136,4000012,1024,160,100,8,1016,0.6318573999999992,0.6219068897637787,636.8326551181094,1.4745045000017853,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,75f4957e1fdd844830f12e48754b7fcf3c5247f3f4c6fed286c2b928a2ae436e,4e1d7fdcc8b89298ff9b1ea71dde87488aae27e3a072fcf8e43b1179210f85f2
probe1-uv-sphere-s5,measurement,82,1,136,5000015,1024,160,100,8,1016,0.6108121000000004,0.601193011811024,615.6216440944886,1.1316975000081584,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,7b69ad3552d1423b9988f91833e5c3e25f603a631426b800ebb9dd18a765b6ae,b646f34723519adeeac9857eb395fb4d68865af6ba7d76897b34b9780c1a95d4
probe1-vt-s0,measurement,82,1,2048,0,1024,160,100,8,1016,0.3764039000000004,0.37047627952755946,379.3677102362209,0.8917593000078341,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,efba0f16c52ec91e04e4c0bc7e315ac2fad799ba2214b061ae17a0733131a557,5fff0f11c099ce75262a1c95ae7e373f8364adb40a7f6092776db682b72ef42b
probe1-vt-s1,measurement,82,1,2048,1000003,1024,160,100,8,1016,0.3732548999999999,0.3673768700787401,376.19391496062985,0.8796104999928502,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,ff018fa52de4527996e339276a6ecae13526790ef11a137649e6f344a6d09ad0,ed93a1f2514de98ee22d0d220043abda3e2c6d12876c190df6375316bc583320
probe1-vt-s2,measurement,82,1,2048,2000006,1024,160,100,8,1016,0.36962190000000056,0.3638010826771659,372.53230866141786,0.8970534000109183,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,00982a9bbff30f9eab53bcf9648d62e4a7608ef89409484a929e045dd147d5d5,4814e3c3ce5791f3ee8c0516af5e861cd3b3d3cea97ff31bbab553503e2e519d
probe1-vt-s3,measurement,82,1,2048,3000009,1024,160,100,8,1016,0.3767589000000002,0.3708256889763781,379.72550551181115,0.8706466000003275,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,d4bd7e6d2063b0dc425db7849e416200594d8aeac15c1858bd6ddbb94e5fadd6,a304ecb382207bdcabeb5ec96402f2c5d5d0d8c7d51e630c9bd04f5f1b5a161d
probe1-vt-s4,measurement,82,1,2048,4000012,1024,160,100,8,1016,0.3824073,0.3763851377952756,385.4183811023622,0.9122899000067264,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,c51e2099e117aa07ae55049c30a5ea81920c375db33bf89499676402649e8a1c,7e07ae860bd3e52ee5ab1e988a3d9f3d1d3436c3f6ae5b9f389d2c10d5938f19
probe1-vt-s5,measurement,82,1,2048,5000015,1024,160,100,8,1016,0.37404200000000043,0.36815157480315003,376.98721259842563,0.8779240000003483,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,5ab47257728b579c82411ea11c8f63e6fc84f31559933d775e44aacbc9c0ee71,d60c7d0fb2d24b760adea65cf024e6e2993cb15b8ec25ea56a54a2a3ff621175
probe2-planes-s0,measurement,82,2,3080,0,1024,160,100,8,1016,0.5813203000000002,0.5721656496062995,585.8976251968506,1.065867299999809,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,829ce8f64fdbd010ad1b208eadb63a8a891896602508777e50dffc2aee366527,aa69aec73f5b6ad6e5fce2216f8c5c3b77102c3e956ea29572914d9e817ef192
probe2-planes-s1,measurement,82,2,3080,1000003,1024,160,100,8,1016,0.6171958000000004,0.6074761811023626,622.0556094488193,1.123429599989322,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,d9ebf5eb0fd6ab04a49a6ac22f51c2417e772d946545ef3d76a78bcc927ef50b,f07b95e72b58401c99b389569cae7b22e3c6048710dddb6da9219883a61fe495
probe2-planes-s2,measurement,82,2,3080,2000006,1024,160,100,8,1016,0.5789123000000005,0.5697955708661423,583.4706645669297,1.0929950999998255,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,e1e6ead6f8c5533f489393327d319abea8f81d014d18958df4950eaddf62938d,fe42bd92c8c6fed389194b1f31b9928bde0d07ff921a625b04ea3a0be9eb077b
probe2-planes-s3,measurement,82,2,3080,3000009,1024,160,100,8,1016,0.5763439000000001,0.5672676181102363,580.882040944882,1.0953161000070395,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,dcf87309d94e043bd96c32984aa7735529822f679844814f4b343b9c0432850b,9ba547ea24751cfda0998e9bbfe5468121052cd9e6fa3d044bf06f16ff4bdfb1
probe2-planes-s4,measurement,82,2,3080,4000012,1024,160,100,8,1016,0.5981104,0.5886913385826772,602.8199307086614,1.1186854000116,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,f8d745ccd133a1191c7fae85296be106bb376c1debeeb2a5e6cf260a1e47fec9,6c5ae0238708a8dc6e64a41ce154db1612ddf420c5a767a295997a0f0065fd1c
probe2-planes-s5,measurement,82,2,3080,5000015,1024,160,100,8,1016,0.5975229999999998,0.5881131889763778,602.2279055118108,1.095704699997441,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,3b86910a4bc2491033062c2d87565b9fa3ea89571983c4621cd54e9f202ee447,f1a24efd12457b1d812232056e873461427521999949b7df7fc1bad2a30689a0
probe2-six-s0,measurement,82,2,3976,0,1024,160,100,8,1016,1.3480610000000008,1.3268316929133865,1358.6756535433078,1.8959309000056237,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,77faed96270865ca13c842213052e5b5c8d53ef3d2f14d7d06595daff5e400f0,7096f77c2ebd1256545ec62f2c4aebf536c9bf055ce5216b56f934fc6dd8f175
probe2-six-s1,measurement,82,2,3976,1000003,1024,160,100,8,1016,1.5035624000000032,1.4798842519685071,1515.4014740157513,2.0275260000053095,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,90812e2bd896a55648a4a62c511663cc7e3585f86413d17506d3f131217f953a,067b930625873bdb3bed7aff300cc9c1f76464882ba7a5ae47fe0b6c5332fc8e
probe2-six-s2,measurement,82,2,3976,2000006,1024,160,100,8,1016,1.4889573999999974,1.4655092519685016,1500.6814740157456,2.0102434000000358,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,3f6426e385574b4249b27e9366737b69d0df8d484353ea0dc19047ca4643a8ae,e937baa06cab9d3b66ee34ec6fd24a88e74668fc7fface1e39bd2904944735f9
probe2-six-s3,measurement,82,2,3976,3000009,1024,160,100,8,1016,1.4855916000000005,1.4621964566929138,1497.2891716535437,2.007254099997226,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,3de8d963128bd62e6ecf993e2fb313c7855c194f504e5680316d5568242c1de2,6e873c844eaed5b9af4ede06db7bddfa5fa623f9319f45694b61ded7a3683455
probe2-six-s4,measurement,82,2,3976,4000012,1024,160,100,8,1016,1.471559099999999,1.448384940944881,1483.1461795275582,1.9941372000030242,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,538d55523f9d787a05f60dadfaaf3f89b40c14d1454d9a8bfeffe7d540659876,43847a3e94aaff23e28422899a795a3c48fb68f8d79c2ff14022cb3947f8d395
probe2-six-s5,measurement,82,2,3976,5000015,1024,160,100,8,1016,1.5696887999999982,1.544969291338581,1582.048554330707,2.1328119999961928,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,fd311c0c18ca7b60fa44091e92703b8a2cd6e515649eb1f3e3107d2286b00aa3,6e07bc09455a31b2d1d6f6f181c8867b8e52386b909d231e79fcf8cad24e097f
probe2-sphere-s0,measurement,82,2,128,0,1024,160,100,8,1016,0.4310954999999996,0.4243065944881885,434.48995275590505,0.9292133000126341,NVIDIA GeForce RTX 4080 Laptop GPU/PCIe/SSE2,08cbcb4555bd6df102e797b7c9d65460be0db21562fd33c6db4785c972d2901e,96b050055eaae95c49ee8031af0efbd6a10d23f774db4adf40347496bf0b96ca,e20e5d8771edd2d43a55d6f0b95310f68e6a2a8697070ee572aac85d830aa762
